station_name,station_link,type,bus_number
Thai Airways (Lan Luang Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Thai%20Airways%20%28Lan%20Luang%20Road%29,outbound,511
Department of Social Welfare,http://www.transitbangkok.com/stations/Bangkok%20Bus/Department%20of%20Social%20Welfare,outbound,511
Uruphong,http://www.transitbangkok.com/stations/Bangkok%20Bus/Uruphong,outbound,511
Panthip Plaza,http://www.transitbangkok.com/stations/Bangkok%20Bus/Panthip%20Plaza,outbound,511
Central World,http://www.transitbangkok.com/stations/Bangkok%20Bus/Central%20World,outbound,511
Chit Lom,http://www.transitbangkok.com/stations/BTS/Chit%20Lom,outbound,511
Ploen Chit,http://www.transitbangkok.com/stations/BTS/Ploen%20Chit,outbound,511
Nana,http://www.transitbangkok.com/stations/BTS/Nana,outbound,511
Asok,http://www.transitbangkok.com/stations/BTS/Asok,outbound,511
Phrom Phong,http://www.transitbangkok.com/stations/BTS/Phrom%20Phong,outbound,511
Embassy of the Republic of the Philippines,http://www.transitbangkok.com/stations/Bangkok%20Bus/Embassy%20of%20the%20Republic%20of%20the%20Philippines,outbound,511
Thong Lo,http://www.transitbangkok.com/stations/BTS/Thong%20Lo,outbound,511
Ekkamai,http://www.transitbangkok.com/stations/BTS/Ekkamai,outbound,511
Phra Khanong,http://www.transitbangkok.com/stations/BTS/Phra%20Khanong,outbound,511
On Nut,http://www.transitbangkok.com/stations/BTS/On%20Nut,outbound,511
Bang Chak,http://www.transitbangkok.com/stations/BTS/Bang%20Chak,outbound,511
Punnawithi,http://www.transitbangkok.com/stations/BTS/Punnawithi,outbound,511
Udom Suk Post Office,http://www.transitbangkok.com/stations/Bangkok%20Bus/Udom%20Suk%20Post%20Office,outbound,511
Udomsuk - Sukhumvit Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Udomsuk%20-%20Sukhumvit%20Intersection,outbound,511
"BITEC, Bang Na, Entrance 3",http://www.transitbangkok.com/stations/Bangkok%20Bus/BITEC%2C%20Bang%20Na%2C%20Entrance%203,outbound,511
Bang Na,http://www.transitbangkok.com/stations/BTS/Bang%20Na,outbound,511
Bearing,http://www.transitbangkok.com/stations/BTS/Bearing,outbound,511
Imperial Samrong,http://www.transitbangkok.com/stations/Bangkok%20Bus/Imperial%20Samrong,outbound,511
Pak Nam Market,http://www.transitbangkok.com/stations/Bangkok%20Bus/Pak%20Nam%20Market,outbound,511
Mochit 2 / Northeastern Bus Terminal,http://www.transitbangkok.com/stations/Bangkok%20Bus/Mochit%202%20_%20Northeastern%20Bus%20Terminal,inbound,512
Kamphaen Phet,http://www.transitbangkok.com/stations/Mrt/Kamphaen%20Phet,inbound,512
Chatuchak Park,http://www.transitbangkok.com/stations/Mrt/Chatuchak%20Park,inbound,512
Mo Chit,http://www.transitbangkok.com/stations/BTS/Mo%20Chit,inbound,512
Elephant Tower,http://www.transitbangkok.com/stations/Bangkok%20Bus/Elephant%20Tower,inbound,512
Me Yo Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Me%20Yo%20Hospital,inbound,512
Bang Khen Youth Center,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bang%20Khen%20Youth%20Center,inbound,512
Bang Kapi Market,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bang%20Kapi%20Market,inbound,512
Osotspa Company,http://www.transitbangkok.com/stations/Bangkok%20Bus/Osotspa%20Company,inbound,512
Wat Thepleela School,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Thepleela%20School,inbound,512
The Mall Ramkhamhaeng,http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Mall%20Ramkhamhaeng,inbound,512
Ramkhamhaeng Station,http://www.transitbangkok.com/stations/Airport%20Link/Ramkhamhaeng%20Station,inbound,512
Union Tower,http://www.transitbangkok.com/stations/Bangkok%20Bus/Union%20Tower,inbound,512
Wat Mai Chong Lom (Petchaburi Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Mai%20Chong%20Lom%20%28Petchaburi%20Road%29,inbound,512
Prasan Mit (Petchaburi Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Prasan%20Mit%20%28Petchaburi%20Road%29,inbound,512
Phetchaburi,http://www.transitbangkok.com/stations/Mrt/Phetchaburi,inbound,512
Uruphong,http://www.transitbangkok.com/stations/Bangkok%20Bus/Uruphong,inbound,512
Department of Social Welfare,http://www.transitbangkok.com/stations/Bangkok%20Bus/Department%20of%20Social%20Welfare,inbound,512
Thai Airways (Lan Luang Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Thai%20Airways%20%28Lan%20Luang%20Road%29,inbound,512
Wat Ratchanatdaram (Ratchadamnoen Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Ratchanatdaram%20%28Ratchadamnoen%20Road%29,inbound,512
Democracy Monument,http://www.transitbangkok.com/stations/Bangkok%20Bus/Democracy%20Monument,inbound,512
Khok Wua,http://www.transitbangkok.com/stations/Bangkok%20Bus/Khok%20Wua,inbound,512
Sanam Luang,http://www.transitbangkok.com/stations/Bangkok%20Bus/Sanam%20Luang,inbound,512
Bus Stop for Tha Chang-Wat Rakhang Pier,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bus%20Stop%20for%20Tha%20Chang-Wat%20Rakhang%20Pier,inbound,512
Grand Palace (Maharat Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Grand%20Palace%20%28Maharat%20Road%29,inbound,512
Bus stop for Tha Thian Pier,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bus%20stop%20for%20Tha%20Thian%20Pier,inbound,512
Pak Klong Flower Market,http://www.transitbangkok.com/stations/Bangkok%20Bus/Pak%20Klong%20Flower%20Market,inbound,512
Pak Klong Flower Market,http://www.transitbangkok.com/stations/Bangkok%20Bus/Pak%20Klong%20Flower%20Market,outbound,512
Bus stop for Tha Thian Pier,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bus%20stop%20for%20Tha%20Thian%20Pier,outbound,512
Grand Palace (Maharat Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Grand%20Palace%20%28Maharat%20Road%29,outbound,512
Bus Stop for Tha Chang-Wat Rakhang Pier,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bus%20Stop%20for%20Tha%20Chang-Wat%20Rakhang%20Pier,outbound,512
Sanam Luang,http://www.transitbangkok.com/stations/Bangkok%20Bus/Sanam%20Luang,outbound,512
Khok Wua,http://www.transitbangkok.com/stations/Bangkok%20Bus/Khok%20Wua,outbound,512
Democracy Monument,http://www.transitbangkok.com/stations/Bangkok%20Bus/Democracy%20Monument,outbound,512
Wat Ratchanatdaram (Ratchadamnoen Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Ratchanatdaram%20%28Ratchadamnoen%20Road%29,outbound,512
Thai Airways (Lan Luang Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Thai%20Airways%20%28Lan%20Luang%20Road%29,outbound,512
Department of Social Welfare,http://www.transitbangkok.com/stations/Bangkok%20Bus/Department%20of%20Social%20Welfare,outbound,512
Uruphong,http://www.transitbangkok.com/stations/Bangkok%20Bus/Uruphong,outbound,512
Panthip Plaza,http://www.transitbangkok.com/stations/Bangkok%20Bus/Panthip%20Plaza,outbound,512
Prasan Mit (Petchaburi Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Prasan%20Mit%20%28Petchaburi%20Road%29,outbound,512
Wat Mai Chong Lom (Petchaburi Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Mai%20Chong%20Lom%20%28Petchaburi%20Road%29,outbound,512
Union Tower,http://www.transitbangkok.com/stations/Bangkok%20Bus/Union%20Tower,outbound,512
Ramkhamhaeng Station,http://www.transitbangkok.com/stations/Airport%20Link/Ramkhamhaeng%20Station,outbound,512
The Mall Ramkhamhaeng,http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Mall%20Ramkhamhaeng,outbound,512
Wat Thepleela School,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Thepleela%20School,outbound,512
Osotspa Company,http://www.transitbangkok.com/stations/Bangkok%20Bus/Osotspa%20Company,outbound,512
Bang Kapi Market,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bang%20Kapi%20Market,outbound,512
Bang Khen Youth Center,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bang%20Khen%20Youth%20Center,outbound,512
Me Yo Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Me%20Yo%20Hospital,outbound,512
Elephant Tower,http://www.transitbangkok.com/stations/Bangkok%20Bus/Elephant%20Tower,outbound,512
Mo Chit,http://www.transitbangkok.com/stations/BTS/Mo%20Chit,outbound,512
Chatuchak Park,http://www.transitbangkok.com/stations/Mrt/Chatuchak%20Park,outbound,512
Kamphaen Phet,http://www.transitbangkok.com/stations/Mrt/Kamphaen%20Phet,outbound,512
Mochit 2 / Northeastern Bus Terminal,http://www.transitbangkok.com/stations/Bangkok%20Bus/Mochit%202%20_%20Northeastern%20Bus%20Terminal,outbound,512
Poochao Samingprai,http://www.transitbangkok.com/stations/Bangkok%20Bus/Poochao%20Samingprai,inbound,513
Bearing,http://www.transitbangkok.com/stations/BTS/Bearing,inbound,513
Udomsuk - Sukhumvit Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Udomsuk%20-%20Sukhumvit%20Intersection,inbound,513
Udom Suk Post Office,http://www.transitbangkok.com/stations/Bangkok%20Bus/Udom%20Suk%20Post%20Office,inbound,513
Punnawithi,http://www.transitbangkok.com/stations/BTS/Punnawithi,inbound,513
Bang Chak,http://www.transitbangkok.com/stations/BTS/Bang%20Chak,inbound,513
On Nut,http://www.transitbangkok.com/stations/BTS/On%20Nut,inbound,513
Phra Khanong,http://www.transitbangkok.com/stations/BTS/Phra%20Khanong,inbound,513
Ekkamai,http://www.transitbangkok.com/stations/BTS/Ekkamai,inbound,513
Thong Lo,http://www.transitbangkok.com/stations/BTS/Thong%20Lo,inbound,513
Embassy of the Republic of the Philippines,http://www.transitbangkok.com/stations/Bangkok%20Bus/Embassy%20of%20the%20Republic%20of%20the%20Philippines,inbound,513
Phrom Phong,http://www.transitbangkok.com/stations/BTS/Phrom%20Phong,inbound,513
Asok,http://www.transitbangkok.com/stations/BTS/Asok,inbound,513
Nana,http://www.transitbangkok.com/stations/BTS/Nana,inbound,513
Ploen Chit,http://www.transitbangkok.com/stations/BTS/Ploen%20Chit,inbound,513
Chit Lom,http://www.transitbangkok.com/stations/BTS/Chit%20Lom,inbound,513
Central World,http://www.transitbangkok.com/stations/Bangkok%20Bus/Central%20World,inbound,513
Hotel Amari Watergate (Ratchaprarop Rd),http://www.transitbangkok.com/stations/Bangkok%20Bus/Hotel%20Amari%20Watergate%20%28Ratchaprarop%20Rd%29,inbound,513
Ratchaprarop Station,http://www.transitbangkok.com/stations/Airport%20Link/Ratchaprarop%20Station,inbound,513
Wat Thaphan (Ratchaprarop Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Thaphan%20%28Ratchaprarop%20Road%29,inbound,513
Victory Monument,http://www.transitbangkok.com/stations/BTS/Victory%20Monument,inbound,513
Sanam Pao,http://www.transitbangkok.com/stations/BTS/Sanam%20Pao,inbound,513
Ari,http://www.transitbangkok.com/stations/BTS/Ari,inbound,513
Saphan Kwai,http://www.transitbangkok.com/stations/BTS/Saphan%20Kwai,inbound,513
Chatuchak Park,http://www.transitbangkok.com/stations/Mrt/Chatuchak%20Park,inbound,513
Mo Chit,http://www.transitbangkok.com/stations/BTS/Mo%20Chit,inbound,513
Elephant Tower,http://www.transitbangkok.com/stations/Bangkok%20Bus/Elephant%20Tower,inbound,513
Me Yo Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Me%20Yo%20Hospital,inbound,513
Bang Khen Youth Center,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bang%20Khen%20Youth%20Center,inbound,513
Don Muang Airport,http://www.transitbangkok.com/stations/Bangkok%20Bus/Don%20Muang%20Airport,inbound,513
Zeer Rangsit,http://www.transitbangkok.com/stations/Bangkok%20Bus/Zeer%20Rangsit,inbound,513
Zeer Rangsit,http://www.transitbangkok.com/stations/Bangkok%20Bus/Zeer%20Rangsit,outbound,513
Don Muang Airport,http://www.transitbangkok.com/stations/Bangkok%20Bus/Don%20Muang%20Airport,outbound,513
Bang Khen Youth Center,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bang%20Khen%20Youth%20Center,outbound,513
Me Yo Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Me%20Yo%20Hospital,outbound,513
Elephant Tower,http://www.transitbangkok.com/stations/Bangkok%20Bus/Elephant%20Tower,outbound,513
Mo Chit,http://www.transitbangkok.com/stations/BTS/Mo%20Chit,outbound,513
Chatuchak Park,http://www.transitbangkok.com/stations/Mrt/Chatuchak%20Park,outbound,513
Saphan Kwai,http://www.transitbangkok.com/stations/BTS/Saphan%20Kwai,outbound,513
Ari,http://www.transitbangkok.com/stations/BTS/Ari,outbound,513
Sanam Pao,http://www.transitbangkok.com/stations/BTS/Sanam%20Pao,outbound,513
Victory Monument,http://www.transitbangkok.com/stations/BTS/Victory%20Monument,outbound,513
Hotel Amari Watergate (Ratchaprarop Rd),http://www.transitbangkok.com/stations/Bangkok%20Bus/Hotel%20Amari%20Watergate%20%28Ratchaprarop%20Rd%29,outbound,513
Central World,http://www.transitbangkok.com/stations/Bangkok%20Bus/Central%20World,outbound,513
Nana,http://www.transitbangkok.com/stations/BTS/Nana,outbound,513
Phra Khanong,http://www.transitbangkok.com/stations/BTS/Phra%20Khanong,outbound,513
On Nut,http://www.transitbangkok.com/stations/BTS/On%20Nut,outbound,513
Bang Chak,http://www.transitbangkok.com/stations/BTS/Bang%20Chak,outbound,513
Punnawithi,http://www.transitbangkok.com/stations/BTS/Punnawithi,outbound,513
Udom Suk Post Office,http://www.transitbangkok.com/stations/Bangkok%20Bus/Udom%20Suk%20Post%20Office,outbound,513
Udomsuk - Sukhumvit Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Udomsuk%20-%20Sukhumvit%20Intersection,outbound,513
Bearing,http://www.transitbangkok.com/stations/BTS/Bearing,outbound,513
Poochao Samingprai,http://www.transitbangkok.com/stations/Bangkok%20Bus/Poochao%20Samingprai,outbound,513
Min Buri Market,http://www.transitbangkok.com/stations/Bangkok%20Bus/Min%20Buri%20Market,inbound,514
Wat Sriboonreung (Ramkhamhaeng Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Sriboonreung%20%28Ramkhamhaeng%20Road%29,inbound,514
The Mall Bang Kapi (Lat Phrao Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Mall%20Bang%20Kapi%20%28Lat%20Phrao%20Road%29,inbound,514
Big C Lat Phrao,http://www.transitbangkok.com/stations/Bangkok%20Bus/Big%20C%20Lat%20Phrao,inbound,514
Ratchadaphisek,http://www.transitbangkok.com/stations/Mrt/Ratchadaphisek,inbound,514
Sutthisan,http://www.transitbangkok.com/stations/Mrt/Sutthisan,inbound,514
Huai Khwang,http://www.transitbangkok.com/stations/Mrt/Huai%20Khwang,inbound,514
The Emerald Hotel,http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Emerald%20Hotel,inbound,514
Thailand Cultural Center,http://www.transitbangkok.com/stations/Mrt/Thailand%20Cultural%20Center,inbound,514
Phra Ram 9,http://www.transitbangkok.com/stations/Mrt/Phra%20Ram%209,inbound,514
Wat Thaphan (Ratchaprarop Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Thaphan%20%28Ratchaprarop%20Road%29,inbound,514
Ratchaprarop Station,http://www.transitbangkok.com/stations/Airport%20Link/Ratchaprarop%20Station,inbound,514
Hotel Amari Watergate (Ratchaprarop Rd),http://www.transitbangkok.com/stations/Bangkok%20Bus/Hotel%20Amari%20Watergate%20%28Ratchaprarop%20Rd%29,inbound,514
Central World,http://www.transitbangkok.com/stations/Bangkok%20Bus/Central%20World,inbound,514
Ratchadamri,http://www.transitbangkok.com/stations/BTS/Ratchadamri,inbound,514
"Chulalongkorn Hospital, Faculty of Medicine",http://www.transitbangkok.com/stations/Bangkok%20Bus/Chulalongkorn%20Hospital%2C%20Faculty%20of%20Medicine,inbound,514
Sala Daeng,http://www.transitbangkok.com/stations/BTS/Sala%20Daeng,inbound,514
Sala Daeng,http://www.transitbangkok.com/stations/BTS/Sala%20Daeng,outbound,514
"Chulalongkorn Hospital, Faculty of Medicine",http://www.transitbangkok.com/stations/Bangkok%20Bus/Chulalongkorn%20Hospital%2C%20Faculty%20of%20Medicine,outbound,514
Ratchadamri,http://www.transitbangkok.com/stations/BTS/Ratchadamri,outbound,514
Central World,http://www.transitbangkok.com/stations/Bangkok%20Bus/Central%20World,outbound,514
Hotel Amari Watergate (Ratchaprarop Rd),http://www.transitbangkok.com/stations/Bangkok%20Bus/Hotel%20Amari%20Watergate%20%28Ratchaprarop%20Rd%29,outbound,514
Ratchaprarop Station,http://www.transitbangkok.com/stations/Airport%20Link/Ratchaprarop%20Station,outbound,514
Wat Thaphan (Ratchaprarop Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Thaphan%20%28Ratchaprarop%20Road%29,outbound,514
Phra Ram 9,http://www.transitbangkok.com/stations/Mrt/Phra%20Ram%209,outbound,514
The Emerald Hotel,http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Emerald%20Hotel,outbound,514
Huai Khwang,http://www.transitbangkok.com/stations/Mrt/Huai%20Khwang,outbound,514
Sutthisan,http://www.transitbangkok.com/stations/Mrt/Sutthisan,outbound,514
Ratchadaphisek,http://www.transitbangkok.com/stations/Mrt/Ratchadaphisek,outbound,514
Big C Lat Phrao,http://www.transitbangkok.com/stations/Bangkok%20Bus/Big%20C%20Lat%20Phrao,outbound,514
The Mall Bang Kapi (Lat Phrao Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Mall%20Bang%20Kapi%20%28Lat%20Phrao%20Road%29,outbound,514
Wat Sriboonreung (Ramkhamhaeng Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Sriboonreung%20%28Ramkhamhaeng%20Road%29,outbound,514
Min Buri Market,http://www.transitbangkok.com/stations/Bangkok%20Bus/Min%20Buri%20Market,outbound,514
Mahidol University Salaya,http://www.transitbangkok.com/stations/Bangkok%20Bus/Mahidol%20University%20Salaya,inbound,515
Southern Bus Terminal (Sai Tai Mai),http://www.transitbangkok.com/stations/Bangkok%20Bus/Southern%20Bus%20Terminal%20%28Sai%20Tai%20Mai%29,inbound,515
Suan Chitralada,http://www.transitbangkok.com/stations/Bangkok%20Bus/Suan%20Chitralada,inbound,515
Victory Monument,http://www.transitbangkok.com/stations/BTS/Victory%20Monument,inbound,515
Victory Monument,http://www.transitbangkok.com/stations/BTS/Victory%20Monument,outbound,515
Suan Chitralada,http://www.transitbangkok.com/stations/Bangkok%20Bus/Suan%20Chitralada,outbound,515
Southern Bus Terminal (Sai Tai Mai),http://www.transitbangkok.com/stations/Bangkok%20Bus/Southern%20Bus%20Terminal%20%28Sai%20Tai%20Mai%29,outbound,515
Mahidol University Salaya,http://www.transitbangkok.com/stations/Bangkok%20Bus/Mahidol%20University%20Salaya,outbound,515
Southern Bus Terminal (Sai Tai Mai),http://www.transitbangkok.com/stations/Bangkok%20Bus/Southern%20Bus%20Terminal%20%28Sai%20Tai%20Mai%29,inbound,516
Central Pinklao,http://www.transitbangkok.com/stations/Bangkok%20Bus/Central%20Pinklao,inbound,516
PATA,http://www.transitbangkok.com/stations/Bangkok%20Bus/PATA,inbound,516
Bus stop for Phra Pinklao Pier,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bus%20stop%20for%20Phra%20Pinklao%20Pier,inbound,516
Khok Wua,http://www.transitbangkok.com/stations/Bangkok%20Bus/Khok%20Wua,inbound,516
Wat Chanasongkram School,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Chanasongkram%20School,inbound,516
World Boxing Association (Pithsanulok Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/World%20Boxing%20Association%20%28Pithsanulok%20Road%29,inbound,516
Thewet  Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Thewet%20%20Intersection,inbound,516
Thewet  Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Thewet%20%20Intersection,outbound,516
Wat Sam Phraya,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Sam%20Phraya,outbound,516
Wat Chanasongkram School,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Chanasongkram%20School,outbound,516
Khok Wua,http://www.transitbangkok.com/stations/Bangkok%20Bus/Khok%20Wua,outbound,516
Bus stop for Phra Pinklao Pier,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bus%20stop%20for%20Phra%20Pinklao%20Pier,outbound,516
PATA,http://www.transitbangkok.com/stations/Bangkok%20Bus/PATA,outbound,516
Major Pinklao,http://www.transitbangkok.com/stations/Bangkok%20Bus/Major%20Pinklao,outbound,516
Southern Bus Terminal (Sai Tai Mai),http://www.transitbangkok.com/stations/Bangkok%20Bus/Southern%20Bus%20Terminal%20%28Sai%20Tai%20Mai%29,outbound,516
Hua Takhe Market,http://www.transitbangkok.com/stations/Bangkok%20Bus/Hua%20Takhe%20Market,inbound,517
Mooban Lat Krabang,http://www.transitbangkok.com/stations/Bangkok%20Bus/Mooban%20Lat%20Krabang,inbound,517
Ramkhamhaeng Station,http://www.transitbangkok.com/stations/Airport%20Link/Ramkhamhaeng%20Station,inbound,517
Phra Ram 9,http://www.transitbangkok.com/stations/Mrt/Phra%20Ram%209,inbound,517
Thailand Cultural Center,http://www.transitbangkok.com/stations/Mrt/Thailand%20Cultural%20Center,inbound,517
The Emerald Hotel,http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Emerald%20Hotel,inbound,517
Huai Khwang,http://www.transitbangkok.com/stations/Mrt/Huai%20Khwang,inbound,517
Sutthisan,http://www.transitbangkok.com/stations/Mrt/Sutthisan,inbound,517
Ratchadaphisek,http://www.transitbangkok.com/stations/Mrt/Ratchadaphisek,inbound,517
Lat Phrao,http://www.transitbangkok.com/stations/Mrt/Lat%20Phrao,inbound,517
Mo Chit,http://www.transitbangkok.com/stations/BTS/Mo%20Chit,inbound,517
Kamphaen Phet,http://www.transitbangkok.com/stations/Mrt/Kamphaen%20Phet,inbound,517
Kamphaen Phet,http://www.transitbangkok.com/stations/Mrt/Kamphaen%20Phet,outbound,517
Mo Chit,http://www.transitbangkok.com/stations/BTS/Mo%20Chit,outbound,517
Lat Phrao,http://www.transitbangkok.com/stations/Mrt/Lat%20Phrao,outbound,517
Ratchadaphisek,http://www.transitbangkok.com/stations/Mrt/Ratchadaphisek,outbound,517
Sutthisan,http://www.transitbangkok.com/stations/Mrt/Sutthisan,outbound,517
Huai Khwang,http://www.transitbangkok.com/stations/Mrt/Huai%20Khwang,outbound,517
The Emerald Hotel,http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Emerald%20Hotel,outbound,517
Thailand Cultural Center,http://www.transitbangkok.com/stations/Mrt/Thailand%20Cultural%20Center,outbound,517
Phra Ram 9,http://www.transitbangkok.com/stations/Mrt/Phra%20Ram%209,outbound,517
Ramkhamhaeng Station,http://www.transitbangkok.com/stations/Airport%20Link/Ramkhamhaeng%20Station,outbound,517
Mooban Lat Krabang,http://www.transitbangkok.com/stations/Bangkok%20Bus/Mooban%20Lat%20Krabang,outbound,517
Hua Takhe Market,http://www.transitbangkok.com/stations/Bangkok%20Bus/Hua%20Takhe%20Market,outbound,517
Min Buri Market,http://www.transitbangkok.com/stations/Bangkok%20Bus/Min%20Buri%20Market,inbound,519
Wat Sriboonreung (Ramkhamhaeng Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Sriboonreung%20%28Ramkhamhaeng%20Road%29,inbound,519
Hua Mak Station,http://www.transitbangkok.com/stations/Airport%20Link/Hua%20Mak%20Station,inbound,519
"Bangkok University, City Campus",http://www.transitbangkok.com/stations/Bangkok%20Bus/Bangkok%20University%2C%20City%20Campus,inbound,519
Wat Chong Lom,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Chong%20Lom,inbound,519
Wat Chong Lom,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Chong%20Lom,outbound,519
Klong Toei market,http://www.transitbangkok.com/stations/Bangkok%20Bus/Klong%20Toei%20market,outbound,519
"Bangkok University, City Campus",http://www.transitbangkok.com/stations/Bangkok%20Bus/Bangkok%20University%2C%20City%20Campus,outbound,519
Hua Mak Station,http://www.transitbangkok.com/stations/Airport%20Link/Hua%20Mak%20Station,outbound,519
Wat Sriboonreung (Ramkhamhaeng Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Sriboonreung%20%28Ramkhamhaeng%20Road%29,outbound,519
Min Buri Market,http://www.transitbangkok.com/stations/Bangkok%20Bus/Min%20Buri%20Market,outbound,519
Zeer Rangsit,http://www.transitbangkok.com/stations/Bangkok%20Bus/Zeer%20Rangsit,inbound,522
Bang Khen Youth Center,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bang%20Khen%20Youth%20Center,inbound,522
Panthip Plaza,http://www.transitbangkok.com/stations/Bangkok%20Bus/Panthip%20Plaza,inbound,522
Victory Monument,http://www.transitbangkok.com/stations/BTS/Victory%20Monument,inbound,522
Victory Monument,http://www.transitbangkok.com/stations/BTS/Victory%20Monument,outbound,522
Panthip Plaza,http://www.transitbangkok.com/stations/Bangkok%20Bus/Panthip%20Plaza,outbound,522
Bang Khen Youth Center,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bang%20Khen%20Youth%20Center,outbound,522
Zeer Rangsit,http://www.transitbangkok.com/stations/Bangkok%20Bus/Zeer%20Rangsit,outbound,522
Dream World,http://www.transitbangkok.com/stations/Bangkok%20Bus/Dream%20World,inbound,523
Zeer Rangsit,http://www.transitbangkok.com/stations/Bangkok%20Bus/Zeer%20Rangsit,inbound,523
Victory Monument,http://www.transitbangkok.com/stations/BTS/Victory%20Monument,inbound,523
Victory Monument,http://www.transitbangkok.com/stations/BTS/Victory%20Monument,outbound,523
Zeer Rangsit,http://www.transitbangkok.com/stations/Bangkok%20Bus/Zeer%20Rangsit,outbound,523
Dream World,http://www.transitbangkok.com/stations/Bangkok%20Bus/Dream%20World,outbound,523
Bang Khen Youth Center,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bang%20Khen%20Youth%20Center,inbound,524
Me Yo Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Me%20Yo%20Hospital,inbound,524
Elephant Tower,http://www.transitbangkok.com/stations/Bangkok%20Bus/Elephant%20Tower,inbound,524
Mo Chit,http://www.transitbangkok.com/stations/BTS/Mo%20Chit,inbound,524
Chatuchak Park,http://www.transitbangkok.com/stations/Mrt/Chatuchak%20Park,inbound,524
Saphan Kwai,http://www.transitbangkok.com/stations/BTS/Saphan%20Kwai,inbound,524
Bus stop for Kiak Kai Pier,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bus%20stop%20for%20Kiak%20Kai%20Pier,inbound,524
Royal Irrigation Department Si Yan,http://www.transitbangkok.com/stations/Bangkok%20Bus/Royal%20Irrigation%20Department%20Si%20Yan,inbound,524
Thewet  Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Thewet%20%20Intersection,inbound,524
Wat Sam Phraya,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Sam%20Phraya,inbound,524
Wat Chanasongkram School,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Chanasongkram%20School,inbound,524
